product_title,product_url,slug,spider,image_download,image_upload,asset_download,asset_upload,normalize,validate,firestore,final_status,failure_stage,timestamp
Aanaya Vol 227 New Suit Salwar Catalog Wholesaler Surat,https://kapdavilla.com/portfolio/aanaya-vol-227-new-suit-salwar-catalog-wholesaler-surat,aanaya-vol-227-new-suit-salwar-catalog-wholesaler-surat,success,,,,,success,pre-validation_failed,,failed,pre-validate,2026-04-26T05:48:42.835841+00:00
Aaya Devi Vol 9 Cotton Readymade Gown Collection Dealers,https://kapdavilla.com/portfolio/aaya-devi-vol-9-cotton-readymade-gown-collection-dealers,aaya-devi-vol-9-cotton-readymade-gown-collection-dealers,success,skipped (streamed),success,,success,success,success,uploaded,uploaded,,2026-04-26T05:48:53.823847+00:00
Akshaya 110 Colors Fancy Saree Catalog Dealers Surat,https://kapdavilla.com/portfolio/akshaya-110-colors-fancy-saree-catalog-dealers-surat,akshaya-110-colors-fancy-saree-catalog-dealers-surat,success,,,,,success,pre-validation_failed,,failed,pre-validate,2026-04-26T05:49:35.486331+00:00
Akshaya 111 Colors Net Saree Collection At Wholesale Price Surat,https://kapdavilla.com/portfolio/akshaya-111-colors-net-saree-collection-at-wholesale-price-surat,akshaya-111-colors-net-saree-collection-at-wholesale-price-surat,success,,,,,success,pre-validation_failed,,failed,pre-validate,2026-04-26T05:49:45.355346+00:00
Al Khushu 6021 To 6023 Pakistani Georgette Embroidered Suit Salwar Catalog,https://kapdavilla.com/portfolio/al-khushu-6021-to-6023-pakistani-georgette-embroidered-suit-salwar-catalog,al-khushu-6021-to-6023-pakistani-georgette-embroidered-suit-salwar-catalog,success,,,,,success,pre-validation_failed,,failed,pre-validate,2026-04-26T05:49:57.949963+00:00
Alizeh 1075 Colors Designer Wedding Lehenga Catalog Suppliers,https://kapdavilla.com/portfolio/alizeh-1075-colors-designer-wedding-lehenga-catalog-suppliers,alizeh-1075-colors-designer-wedding-lehenga-catalog-suppliers,success,,,,,success,pre-validation_failed,,failed,pre-validate,2026-04-26T05:50:08.261383+00:00
Alizeh 1084 Colors Beautiful Wedding Lehenga Collection Catalog Dealers Surat,https://kapdavilla.com/portfolio/alizeh-1084-colors-beautiful-wedding-lehenga-collection-catalog-dealers-surat,alizeh-1084-colors-beautiful-wedding-lehenga-collection-catalog-dealers-surat,success,,,,,success,pre-validation_failed,,failed,pre-validate,2026-04-26T05:51:19.714358+00:00
Alizeh Almora Vol 6 Party Wear Gharara Sharara Suit Catalog Wholesaler,https://kapdavilla.com/portfolio/alizeh-almora-vol-6-party-wear-gharara-sharara-suit-catalog-wholesaler,alizeh-almora-vol-6-party-wear-gharara-sharara-suit-catalog-wholesaler,success,,,,,success,pre-validation_failed,,failed,pre-validate,2026-04-26T05:51:30.852709+00:00
Alizeh Florence Vol 2 Partywear Lehenga Choli Readymade Collection,https://kapdavilla.com/portfolio/alizeh-florence-vol-2-partywear-lehenga-choli-readymade-collection,alizeh-florence-vol-2-partywear-lehenga-choli-readymade-collection,success,skipped (streamed),success,,success,success,success,uploaded,uploaded,,2026-04-26T05:51:42.467703+00:00
Alizeh Gulaabo Vol 2 Pant Style Suit Salwar Catalog Dealer Surat,https://kapdavilla.com/portfolio/alizeh-gulaabo-vol-2-pant-style-suit-salwar-catalog-dealer-surat,alizeh-gulaabo-vol-2-pant-style-suit-salwar-catalog-dealer-surat,success,skipped (streamed),success,,success,success,success,uploaded,uploaded,,2026-04-26T05:52:33.177237+00:00
Alizeh Raag Vol 2 Readymade Kurti Bottom With Dupatta Collection At Wholesale Price Surat,https://kapdavilla.com/portfolio/alizeh-raag-vol-2-readymade-kurti-bottom-with-dupatta-collection-at-wholesale-price-surat,alizeh-raag-vol-2-readymade-kurti-bottom-with-dupatta-collection-at-wholesale-price-surat,success,skipped (streamed),success,,success,success,success,uploaded,uploaded,,2026-04-26T05:53:46.590356+00:00
Alizeh Rang Wedding Lehenga Collection At Wholesale Price Surat,https://kapdavilla.com/portfolio/alizeh-rang-wedding-lehenga-collection-at-wholesale-price-surat,alizeh-rang-wedding-lehenga-collection-at-wholesale-price-surat,success,skipped (streamed),success,,success,success,success,uploaded,uploaded,,2026-04-26T05:54:45.035678+00:00
Alizeh Readymade Vol 3 Indo Western New Collection Catalog Dealer Surat,https://kapdavilla.com/portfolio/alizeh-readymade-vol-3-indo-western-new-collection-catalog-dealer-surat,alizeh-readymade-vol-3-indo-western-new-collection-catalog-dealer-surat,success,skipped (streamed),success,,success,success,success,uploaded,uploaded,,2026-04-26T05:55:52.135685+00:00
Alizeh Saadgi Vol 2 Straight Style Designer Suit Latest New Collection,https://kapdavilla.com/portfolio/alizeh-saadgi-vol-2-straight-style-designer-suit-latest-new-collection,alizeh-saadgi-vol-2-straight-style-designer-suit-latest-new-collection,success,skipped (streamed),success,,success,success,success,uploaded,uploaded,,2026-04-26T05:56:51.853961+00:00
Alizeh Starlet 5016 to 5019 Series Designer Ethnic Wear Cord Set Collection,https://kapdavilla.com/portfolio/alizeh-starlet-5016-to-5019-series-designer-ethnic-wear-cord-set-collection,alizeh-starlet-5016-to-5019-series-designer-ethnic-wear-cord-set-collection,success,skipped (streamed),success,,success,success,success,uploaded,uploaded,,2026-04-26T05:57:51.315376+00:00
Alizeh The White Bride vol 2 1074 to 1084 DE Colors Bridal Lehenga Dealer Surat,https://kapdavilla.com/portfolio/alizeh-the-white-bride-vol-2-1074-to-1084-de-colors-bridal-lehenga-dealer-surat,alizeh-the-white-bride-vol-2-1074-to-1084-de-colors-bridal-lehenga-dealer-surat,success,,,,,success,pre-validation_failed,,failed,pre-validate,2026-04-26T05:58:52.530943+00:00
Alizeh Wedding Affair Vol 3 Heavy Designer Style Lehenga Choli Collection,https://kapdavilla.com/portfolio/alizeh-wedding-affair-vol-3-heavy-designer-style-lehenga-choli-collection,alizeh-wedding-affair-vol-3-heavy-designer-style-lehenga-choli-collection,success,,,,,success,pre-validation_failed,,failed,pre-validate,2026-04-26T06:00:02.262040+00:00
Alzohaib 1084 To 1085 Colors Pure Cotton Printed Suit Salwar Catalog Dealer,https://kapdavilla.com/portfolio/alzohaib-1084-to-1085-colors-pure-cotton-printed-suit-salwar-catalog-dealer,alzohaib-1084-to-1085-colors-pure-cotton-printed-suit-salwar-catalog-dealer,success,skipped (streamed),success,,success,success,success,uploaded,uploaded,,2026-04-26T06:00:13.400974+00:00
Alzohaib 1197 Colors Pakistani Suit Catalog Dealers Surat,https://kapdavilla.com/portfolio/alzohaib-1197-colors-pakistani-suit-catalog-dealers-surat,alzohaib-1197-colors-pakistani-suit-catalog-dealers-surat,success,,,,,success,pre-validation_failed,,failed,pre-validate,2026-04-26T06:01:03.064482+00:00
Alzohaib 1240 Colors Cotton Print Pakistani Suit Catalog Dealers Surat,https://kapdavilla.com/portfolio/alzohaib-1240-colors-cotton-print-pakistani-suit-catalog-dealers-surat,alzohaib-1240-colors-cotton-print-pakistani-suit-catalog-dealers-surat,success,skipped (streamed),success,,success,success,success,uploaded,uploaded,,2026-04-26T06:01:14.942429+00:00
Alzohaib 1257 Colors Cotton Pakistani Suit Catalog Trader Price Surat,https://kapdavilla.com/portfolio/alzohaib-1257-colors-cotton-pakistani-suit-catalog-trader-price-surat,alzohaib-1257-colors-cotton-pakistani-suit-catalog-trader-price-surat,success,,,,,success,pre-validation_failed,,failed,pre-validate,2026-04-26T06:01:58.737887+00:00
Alzohaib 1315 Colors Pakistani Suit Collection Catalog Trader Price Surat,https://kapdavilla.com/portfolio/alzohaib-1315-colors-pakistani-suit-collection-catalog-trader-price-surat,alzohaib-1315-colors-pakistani-suit-collection-catalog-trader-price-surat,success,skipped (streamed),success,,success,success,success,uploaded,uploaded,,2026-04-26T06:02:09.821399+00:00
Alzohaib Fatima Nx Vol 1 Cotton Printed Pakistani Suit Catalog Wholesaler,https://kapdavilla.com/portfolio/alzohaib-fatima-nx-vol-1-cotton-printed-pakistani-suit-catalog-wholesaler,alzohaib-fatima-nx-vol-1-cotton-printed-pakistani-suit-catalog-wholesaler,success,,,,,success,pre-validation_failed,,failed,pre-validate,2026-04-26T06:02:54.722236+00:00
Alzohaib Queen Court Vol 4 Cotton Printed Pakistani Suit Catalog Suppliers,https://kapdavilla.com/portfolio/alzohaib-queen-court-vol-4-cotton-printed-pakistani-suit-catalog-suppliers,alzohaib-queen-court-vol-4-cotton-printed-pakistani-suit-catalog-suppliers,success,,,,,success,pre-validation_failed,,failed,pre-validate,2026-04-26T06:03:04.683718+00:00
Amoha Trends 102093 Colors Ready To Wear Indian Saree Catalog Wholesales,https://kapdavilla.com/portfolio/amoha-trends-102093-colors-ready-to-wear-indian-saree-catalog-wholesales,amoha-trends-102093-colors-ready-to-wear-indian-saree-catalog-wholesales,success,skipped (streamed),success,,success,success,success,uploaded,uploaded,,2026-04-26T06:03:15.813988+00:00
Amoha Trends C 2068 A Designer Partywear Dress Latest Collection,https://kapdavilla.com/portfolio/amoha-trends-c-2068-a-designer-partywear-dress-latest-collection,amoha-trends-c-2068-a-designer-partywear-dress-latest-collection,success,skipped (streamed),success,,success,success,success,uploaded,uploaded,,2026-04-26T06:04:03.884715+00:00
Amoha Trends C 278 Colors Partywear Designer Dress Catalog Dealers,https://kapdavilla.com/portfolio/amoha-trends-c-278-colors-partywear-designer-dress-catalog-dealers,amoha-trends-c-278-colors-partywear-designer-dress-catalog-dealers,success,skipped (streamed),success,,success,success,success,uploaded,uploaded,,2026-04-26T06:05:52.697351+00:00
Amoha Trends C 4006 A Western Wear Palazzo Suit 3 Piece Collection,https://kapdavilla.com/portfolio/amoha-trends-c-4006-a-western-wear-palazzo-suit-3-piece-collection,amoha-trends-c-4006-a-western-wear-palazzo-suit-3-piece-collection,success,skipped (streamed),success,,success,success,success,uploaded,uploaded,,2026-04-26T06:06:40.898570+00:00
Amoha Trends C 4008 A Casual Wear Palazzo Dress 3 Piece Set Designs,https://kapdavilla.com/portfolio/amoha-trends-c-4008-a-casual-wear-palazzo-dress-3-piece-set-designs,amoha-trends-c-4008-a-casual-wear-palazzo-dress-3-piece-set-designs,success,skipped (streamed),success,,success,success,success,uploaded,uploaded,,2026-04-26T06:07:28.569129+00:00
Amoha Trends C 5007 Colors Partywear Indo Western Designer Dress Collection,https://kapdavilla.com/portfolio/amoha-trends-c-5007-colors-partywear-indo-western-designer-dress-collection,amoha-trends-c-5007-colors-partywear-indo-western-designer-dress-collection,success,skipped (streamed),success,,success,success,success,uploaded,uploaded,,2026-04-26T06:08:22.264113+00:00
Amoha Trends Sia10 Western Wear Designer Partywear Dress Latest Collection,https://kapdavilla.com/portfolio/amoha-trends-sia10-western-wear-designer-partywear-dress-latest-collection,amoha-trends-sia10-western-wear-designer-partywear-dress-latest-collection,success,skipped (streamed),success,,success,success,success,uploaded,uploaded,,2026-04-26T06:09:23.009582+00:00
Amoha Trends Sia17 Colors Partywear Style Crop Tops Wester Wear Catalogs,https://kapdavilla.com/portfolio/amoha-trends-sia17-colors-partywear-style-crop-tops-wester-wear-catalogs,amoha-trends-sia17-colors-partywear-style-crop-tops-wester-wear-catalogs,success,skipped (streamed),success,,success,success,success,uploaded,uploaded,,2026-04-26T06:10:15.211557+00:00
Anantesh Bridesmaid Vol 3 11014 To 11020 Latest Designer Lehenga Catalog Exporters,https://kapdavilla.com/portfolio/anantesh-bridesmaid-vol-3-11014-to-11020-latest-designer-lehenga-catalog-exporters,anantesh-bridesmaid-vol-3-11014-to-11020-latest-designer-lehenga-catalog-exporters,success,,,,,success,pre-validation_failed,,failed,pre-validate,2026-04-26T06:11:06.225541+00:00
Anantesh Festivals Vol 1 7001 T o 7004 Designer Crop Tops Style Lehenga Partywear Collection,https://kapdavilla.com/portfolio/anantesh-festivals-vol-1-7001-t-o-7004-designer-crop-tops-style-lehenga-partywear-collection,anantesh-festivals-vol-1-7001-t-o-7004-designer-crop-tops-style-lehenga-partywear-collection,success,skipped (streamed),success,,success,success,success,uploaded,uploaded,,2026-04-26T06:11:17.050715+00:00
Anantesh Occation Vol 13 5053 To 5056 Fancy Partywear Lehenga Collection At Wholesale Price Surat,https://kapdavilla.com/portfolio/anantesh-occation-vol-13-5053-to-5056-fancy-partywear-lehenga-collection-at-wholesale-price-surat,anantesh-occation-vol-13-5053-to-5056-fancy-partywear-lehenga-collection-at-wholesale-price-surat,success,,,,,success,pre-validation_failed,,failed,pre-validate,2026-04-26T06:12:14.205427+00:00
Anantesh Occations Vol 11 5041 To 5046 Series Viscose Silk Wedding Lehenga Collection At Wholesale Prices Surat,https://kapdavilla.com/portfolio/anantesh-occations-vol-11-5041-to-5046-series-viscose-silk-wedding-lehenga-collection-at-wholesale-prices-surat,anantesh-occations-vol-11-5041-to-5046-series-viscose-silk-wedding-lehenga-collection-at-wholesale-prices-surat,success,,,,,success,pre-validation_failed,,failed,pre-validate,2026-04-26T06:12:24.233654+00:00
Anjubaa Vol 18 Designer Partywear Anarkali Gown Catalog Exporter,https://kapdavilla.com/portfolio/anjubaa-vol-18-designer-partywear-anarkali-gown-catalog-exporter,anjubaa-vol-18-designer-partywear-anarkali-gown-catalog-exporter,success,,,,,success,pre-validation_failed,,failed,pre-validate,2026-04-26T06:13:34.790554+00:00
Anjubaa Vol 24 Wedding Collection Anarkali Designs Suits New Collection,https://kapdavilla.com/portfolio/anjubaa-vol-24-wedding-collection-anarkali-designs-suits-new-collection,anjubaa-vol-24-wedding-collection-anarkali-designs-suits-new-collection,success,,,,,success,pre-validation_failed,,failed,pre-validate,2026-04-26T06:13:45.111519+00:00
Anjubaa Vol 34 10341 To 10344 Series Suit Wholesale Dealer,https://kapdavilla.com/portfolio/anjubaa-vol-34-10341-to-10344-series-suit-wholesale-dealer,anjubaa-vol-34-10341-to-10344-series-suit-wholesale-dealer,success,,,,,success,pre-validation_failed,,failed,pre-validate,2026-04-26T06:13:57.557946+00:00
Anjubaa Vol 37 Designer WOrk Party Wear Gown at Wholesale price,https://kapdavilla.com/portfolio/anjubaa-vol-37-designer-work-party-wear-gown-at-wholesale-price,anjubaa-vol-37-designer-work-party-wear-gown-at-wholesale-price,success,,,,,success,pre-validation_failed,,failed,pre-validate,2026-04-26T06:14:08.069000+00:00
Anmol Creation Excotice Vol 6 9301 To 9316 Fancy Saree Catalog Wholesaler Surat,https://kapdavilla.com/portfolio/anmol-creation-excotice-vol-6-9301-to-9316-fancy-saree-catalog-wholesaler-surat,anmol-creation-excotice-vol-6-9301-to-9316-fancy-saree-catalog-wholesaler-surat,success,,,,,success,pre-validation_failed,,failed,pre-validate,2026-04-26T06:14:17.794918+00:00
Arya Drs156 Georgette Fancy Kurti Gown Dupatta Set Latest Collection,https://kapdavilla.com/portfolio/arya-drs156-georgette-fancy-kurti-gown-dupatta-set-latest-collection,arya-drs156-georgette-fancy-kurti-gown-dupatta-set-latest-collection,success,skipped (streamed),success,,success,success,success,uploaded,uploaded,,2026-04-26T06:14:28.651056+00:00
Astita Aura Silk Vol 3 Banarasi Silk Saree Catalog Suppliers,https://kapdavilla.com/portfolio/astita-aura-silk-vol-3-banarasi-silk-saree-catalog-suppliers,astita-aura-silk-vol-3-banarasi-silk-saree-catalog-suppliers,success,,,,,success,pre-validation_failed,,failed,pre-validate,2026-04-26T06:15:10.246487+00:00
Astita Aura Silks Saree Collection At Wholesale Price Surat,https://kapdavilla.com/portfolio/astita-aura-silks-saree-collection-at-wholesale-price-surat,astita-aura-silks-saree-collection-at-wholesale-price-surat,success,,,,,success,pre-validation_failed,,failed,pre-validate,2026-04-26T06:15:22.015194+00:00
